UDID,Headline_Alt,Destination_URL,Destination_name,Internal_Destination,Internal_Destination_UDID
B1009,Patent Re-Examination ,https://ipta.org.au/community/get-free-consultation/,30 minute consultations with an attorney,No,Null
D1084,Court - PBR,"https://www.twobirds.com/-/media/new-website-content/microsites/patent-hub/country-comparison-tool/australia---q,-a-, a.pdf",between $100-500k .,No,Null
D1084,Court - PBR,https://www.ipaustralia.gov.au/manage-my-ip/someone-is-using-my-ip/what-to-consider-before-taking-legal-action,What To Consider Before Taking Legal Action | IP Australia,No,Null
D1084,Court - PBR,https://www.ipaustralia.gov.au/manage-my-ip/someone-is-using-my-ip/escalate-to-court,Someone Is Using My IP | IP Australia,No,Null
D1084,Court - PBR,https://www.ttipattorney.gov.au/for-clients/how-to-engage-an-attorney/find-an-ip-attorney-or-firm,Find an IP attorney or firm | Trans-Tasman IP Attorneys Board,No,Null
D1080,Hiring a professional,https://www.ttipattorney.gov.au/for-clients/how-to-engage-an-attorney/find-an-ip-attorney-or-firm?_gl=1*wp2lum*_ga*MTUwOTM4MDc5LjE3MzM3ODMxNTI.*_ga_GMT4KC15KS*MTczNjgxNTEyNS4yNS4xLjE3MzY4MTY5MDEuMC4wLjA.#als_iptags=Trade%20marks&als_e=0,Find an IP attorney or firm | Trans-Tasman IP Attorneys Board,No,Null
D1080,Hiring a professional,https://www.ttipattorney.gov.au/for-clients/benefits-of-engaging-an-attorney,Benefits of using an IP attorney |Trans-Tasman IP Attorneys Regulation,No,Null
D1080,Hiring a professional,https://www.liv.asn.au/legalhelp,Law Institute Victoria,No,Null
D1080,Hiring a professional,https://lawsocietynt.asn.au/index.php/nt-law-firms-by-area-of-law/,Law Society Northern Territory,No,Null
D1080,Hiring a professional,https://www.youandthelaw.com.au/,Queensland Law Society,No,Null
D1080,Hiring a professional,https://www.lawsociety.com.au/register-of-solicitors,The Law Society of NSW,No,Null
D1080,Hiring a professional,https://www.lawsocietysa.asn.au/PseudoCode/Radius_Search.aspx,The Law Society of South Australia,No,Null
D1080,Hiring a professional,https://www.lst.org.au/find-a-lawyer/,The Law Society of Tasmania,No,Null
D1080,Hiring a professional,https://www.actlawsociety.asn.au/find-a-lawyer,The Law Society of the ACT,No,Null
D1080,Hiring a professional,https://lawsocietywa.asn.au/services/find-a-lawyer/,The Law Society of Western Australia,No,Null
D1080,Hiring a professional,https://www.ami.org.au/,AMI,No,Null
D1080,Hiring a professional,https://www.franchise.org.au/,franchise.org.au,No,Null
D1080,Hiring a professional,https://www.ipaustralia.gov.au/plant-breeders-rights/role-of-a-qualified-person/qualified-persons-directory,Qualified Person directory,No,Null
D1080,Hiring a professional,https://www.ipaustralia.gov.au/,IP Australia website,No,Null
D1080,Hiring a professional,https://www.business.gov.au/,business.gov.au,No,Null
E1020,IP in other countries,https://www.ipaustralia.gov.au/trade-marks,Trade marks,No,Null
E1020,IP in other countries,https://www.ipaustralia.gov.au/patents,Patents,No,Null
E1020,IP in other countries,https://www.ipaustralia.gov.au/design-rights,Design rights,No,Null
E1020,IP in other countries,https://www.ipaustralia.gov.au/plant-breeders-rights,Plant breeder's rights,No,Null
E1020,IP in other countries,https://www.ipaustralia.gov.au/international-ip/international-cooperation/the-hague-system,eligibility criteria,No,Null
E1020,IP in other countries,https://www.ipaustralia.gov.au/international-ip,International intellectual property | IP Australia,No,Null
E1020,IP in other countries,https://www.ipaustralia.gov.au/international-ip/update-and-renew-overseas-ip/prevent-international-infringement,Prevent international infringement | IP Australia,No,Null
E1020,IP in other countries,https://www.wipo.int/en/web/madrid-system,WIPO Madrid System - International Trademark Protection,No,Null
E1020,IP in other countries,https://www.wipo.int/en/web/pct-system,PCT - The International Patent System,No,Null
E1020,IP in other countries,https://www.ttipattorney.gov.au/for-clients/how-to-engage-an-attorney/find-an-ip-attorney-or-firm,Find an IP attorney or firm | Trans-Tasman IP Attorneys Board,No,Null
101-9,Infringement 101,https://www.ipaustralia.gov.au/international-ip/how-to-apply-for-ip-overseas,How to Apply for IP Overseas,No,Null
B1020,Trade mark non-use action,https://www.ipaustralia.gov.au/tools-and-research/forms/application-for-removal-cessation-of-protection-for-non-use,this form,No,Null
B1020,Trade mark non-use action,https://www.ipaustralia.gov.au/manage-my-ip/someone-is-using-my-ip/how-to-challenge-someone-elses-ip/opposition-hearings,Manage my IP page,No,Null
B1020,Trade mark non-use action,https://ipfirstresponse.ipaustralia.gov.au/options/challenge-registration-trade-mark,opposition processes,Yes,Null
B1020,Trade mark non-use action,https://ipfirstresponse.ipaustralia.gov.au/options/trade-mark-non-use,Remove a trade mark from the register (non-use) | IP Australia First Response,Yes,Null
B1020,Trade mark non-use action,https://www.ipaustralia.gov.au/manage-my-ip/someone-is-using-my-ip/how-to-challenge-someone-elses-ip/opposition-and-objection-fees#fx-tabs-0-panel-0,Opposition and objection fees | IP Australia,No,Null
B1020,Trade mark non-use action,https://www.ipaustralia.gov.au/manage-my-ip/someone-is-using-my-ip/how-to-challenge-someone-elses-ip,How to challenge someone else's IP | IP Australia,No,Null
B1020,Trade mark non-use action,https://www.ttipattorney.gov.au/for-clients/how-to-engage-an-attorney/find-an-ip-attorney-or-firm?_gl=1*wp2lum*_ga*MTUwOTM4MDc5LjE3MzM3ODMxNTI.*_ga_GMT4KC15KS*MTczNjgxNTEyNS4yNS4xLjE3MzY4MTY5MDEuMC4wLjA.#als_iptags=Trade%20marks&als_e=0,Find an IP attorney or firm | Trans-Tasman IP Attorneys Board,No,Null
B1020,Trade mark non-use action,https://www.ipaustralia.gov.au/understanding-ip/get-professional-assistance-with-your-ip,getting professional assistance with your IP,No,Null
B1020,Trade mark non-use action,https://ipta.org.au/community/get-free-consultation/,30 minute consultations with an attorney,No,Null
B1016,International disputes,https://www.wipo.int/directory/en/urls.jsp,Directory of Intellectual Property Offices,No,Null
B1016,International disputes,https://ipfirstresponse.ipaustralia.gov.au/options/receiving-letter-demand,Receiving a letter of demand,Yes,Null
B1016,International disputes,https://ipfirstresponse.ipaustralia.gov.au/options/report-scam-fraud-or-other-risk-public-interest,Reporting a threat or a scam that you received,Yes,Null
B1016,International disputes,https://www.ipaustralia.gov.au/international-ip/how-to-apply-for-ip-overseas,How To Apply For IP Overseas | IP Australia,No,Null
B1016,International disputes,https://www.ipaustralia.gov.au/international-ip/what-is-international-ip,What Is International IP? | IP Australia,No,Null
B1016,International disputes,https://www.ipaustralia.gov.au/tools-and-research/business-resources/ip-basics,IP Basics | IP Australia,No,Null
B1016,International disputes,https://www.ipaustralia.gov.au/tools-and-research/business-resources/~/-/media/Project/IPA/IPAustralia/PDF/Business-advisory-guide/About-Exporting-Fact-sheet.pdf?rev=06438fd5dbc847298783cbb2695fcbb2%E2%80%AF%E2%80%AF,About Exporting Fact Sheet,No,Null
B1016,International disputes,https://www.wipo.int/amc/en/,WIPO Alternative Dispute Resolution Services,No,Null
B1016,International disputes,https://www.exportfinance.gov.au/media/dfqlxv3g/protecting-your-intellectual-property-internationally-ebook.pdf,Protecting Your IP Internationally,No,Null
D1014,Alternative dispute resolution (ADR) ,https://ipfirstresponse.ipaustralia.gov.au/options/mediation,mediation,Yes,Null
D1014,Alternative dispute resolution (ADR) ,https://ipfirstresponse.ipaustralia.gov.au/options/arbitration,arbitration,Yes,Null
D1014,Alternative dispute resolution (ADR) ,https://resolution.institute/Web/Shared_Content/Profiles/Member-Directory/Member-Directory.aspx,The Resolution Institute's Dispute Resolver Directory list,No,Null
D1014,Alternative dispute resolution (ADR) ,https://www.asbfeo.gov.au/,The Australian Small Business and Family Enterprise Ombudsman (ASBFEO),No,Null
D1014,Alternative dispute resolution (ADR) ,https://www.google.com/url?sa=t&rct=j&q=&esrc=s&source=web&cd=&ved=2ahUKEwiMzbCTouqKAxVCSmwGHaVGNcEQFnoECBcQAQ&url=https%3A%2F%2Fwww.wipo.int%2Famc%2Fen%2F&usg=AOvVaw2qsEjFbq-uX_WuIOR5puTG&opi=89978449,The World Intellectual Property Organization's (WIPO) Arbitration and Mediation Center,No,Null
D1014,Alternative dispute resolution (ADR) ,https://acica.org.au/,The Australian Centre for International Commercial Arbitration (ACICA),No,Null
D1014,Alternative dispute resolution (ADR) ,https://disputescentre.com.au/,The Australian Disputes Centre (ADC),No,Null
D1014,Alternative dispute resolution (ADR) ,https://www.copyright.org.au/legal-advice/,Australian Copyright Council,No,Null
D1014,Alternative dispute resolution (ADR) ,https://www.ttipattorney.gov.au/for-clients/how-to-engage-an-attorney/find-an-ip-attorney-or-firm?_gl=1*wp2lum*_ga*MTUwOTM4MDc5LjE3MzM3ODMxNTI.*_ga_GMT4KC15KS*MTczNjgxNTEyNS4yNS4xLjE3MzY4MTY5MDEuMC4wLjA.#als_iptags=Trade%20marks&als_e=0,Find an IP attorney or firm | Trans-Tasman IP Attorneys Board,No,Null
D1014,Alternative dispute resolution (ADR) ,https://ipfirstresponse.ipaustralia.gov.au,IP First Response website,Yes,Null
D1014,Alternative dispute resolution (ADR) ,https://www.ag.gov.au/legal-system/publications/your-guide-dispute-resolution,Your guide to dispute resolution,No,Null
D1014,Alternative dispute resolution (ADR) ,https://business.gov.au/people/disputes/resolve-disputes#alternative-dispute-resolution-ADR,Resolve disputes | business.gov.au,No,Null
D1014,Alternative dispute resolution (ADR) ,https://www.education.gov.au/hercip,"Higher Education Research Commercialisation Intellectual Property Framework - Department of Education, Australian Government",No,Null
D1014,Alternative dispute resolution (ADR) ,https://www.wipo.int/amc/en/,Alternative Dispute Resolution,No,Null
D1014,Alternative dispute resolution (ADR) ,https://www.ipaustralia.gov.au/understanding-ip/get-professional-assistance-with-your-ip,getting professional assistance with your IP,No,Null
D1014,Alternative dispute resolution (ADR) ,https://ipta.org.au/community/get-free-consultation/,30 minute consultations with an attorney,No,Null
D1005,Court - Trade mark,https://ipfirstresponse.ipaustralia.gov.au/options/Interim_Injunction,Seek an urgent injunction,Yes,Null
D1005,Court - Trade mark,https://www.ipaustralia.gov.au/manage-my-ip/someone-is-using-my-ip/escalate-to-court,Escalate To Court | IP Australia,No,Null
D1005,Court - Trade mark,https://manuals.ipaustralia.gov.au/trademark/5.-rights-of-appeal-from-decisions-of-the-registrar,Rights of appeal from decisions of the Registrar | IPA Manuals,No,Null
D1005,Court - Trade mark,https://www.ttipattorney.gov.au/for-clients/how-to-engage-an-attorney/find-an-ip-attorney-or-firm?_gl=1*1a9t713*_ga*MTUwOTM4MDc5LjE3MzM3ODMxNTI.*_ga_GMT4KC15KS*MTczNjgyNzM1OS4yNy4xLjE3MzY4MjczNjkuMC4wLjA.,Find an IP attorney or firm | Trans-Tasman IP Attorneys Board,No,Null
D1005,Court - Trade mark,https://www.ipaustralia.gov.au/understanding-ip/get-professional-assistance-with-your-ip,getting professional assistance with your IP,No,Null
D1005,Court - Trade mark,https://ipta.org.au/community/get-free-consultation/,30 minute consultations with an attorney,No,Null
D1005,Court - Trade mark,https://www.fedcourt.gov.au/about/corporate-information/annual-reports/2022-23,Annual Report 2022-2023,No,Null
D1005,Court - Trade mark,https://www.fedcourt.gov.au/about/corporate-information/annual-reports/annual-report-2023-2024,Annual Report 2023-2024,No,Null
D1036,International disputes,https://www.ag.gov.au/rights-and-protections/copyright/copyright-basics,Copyright basics | Attorney-General's Department,No,Null
D1036,International disputes,https://ipfirstresponse.ipaustralia.gov.au/helpful-info-page,here,Yes,Null
D1036,International disputes,https://www.wipo.int/directory/en/urls.jsp,Directory of Intellectual Property Offices,No,Null
D1036,International disputes,https://www.ipaustralia.gov.au/international-ip/how-to-apply-for-ip-overseas,How To Apply For IP Overseas | IP Australia,No,Null
D1036,International disputes,https://www.ipaustralia.gov.au/international-ip/what-is-international-ip,What Is International IP? | IP Australia,No,Null
D1036,International disputes,https://www.ipaustralia.gov.au/tools-and-research/business-resources/ip-basics,IP Basics | IP Australia,No,Null
D1036,International disputes,https://www.ipaustralia.gov.au/tools-and-research/business-resources/~/-/media/Project/IPA/IPAustralia/PDF/Business-advisory-guide/About-Exporting-Fact-sheet.pdf?rev=06438fd5dbc847298783cbb2695fcbb2%E2%80%AF%E2%80%AF,About Exporting Fact Sheet,No,Null
D1036,International disputes,https://www.wipo.int/amc/en/,WIPO Alternative Dispute Resolution Services,No,Null
D1036,International disputes,https://www.exportfinance.gov.au/media/dfqlxv3g/protecting-your-intellectual-property-internationally-ebook.pdf,Protecting Your IP Internationally,No,Null
D1036,International disputes,https://ipfirstresponse.ipaustralia.gov.au/options/toyota-story-what-can-smes-learn-toyotas-approach-counterfeit-products,The Toyota story: What can SMEs learn from Toyota's approach to counterfeit products? | IP Australia First Response,Yes,Null
D1036,International disputes,https://www.ipaustralia.gov.au/understanding-ip/get-professional-assistance-with-your-ip,getting professional assistance with your IP,No,Null
D1036,International disputes,https://ipta.org.au/community/get-free-consultation/,30 minute consultations with an attorney,No,Null
D1036,International disputes,https://www.artslaw.com.au/services/legal-query-form/,Arts Law Centre of Australia,No,Null
D1036,International disputes,https://www.copyright.org.au/legal-advice/,Australian Copyright Council,No,Null
D1006,Mediation ,https://resolution.institute/Web/Shared_Content/Profiles/Member-Directory/Member-Directory.aspx,The Resolution Institute's Dispute Resolver Directory list,No,Null
D1006,Mediation ,https://www.asbfeo.gov.au/,The Australian Small Business and Family Enterprise Ombudsman (ASBFEO),No,Null
D1006,Mediation ,https://www.google.com/url?sa=t&rct=j&q=&esrc=s&source=web&cd=&ved=2ahUKEwiMzbCTouqKAxVCSmwGHaVGNcEQFnoECBcQAQ&url=https%3A%2F%2Fwww.wipo.int%2Famc%2Fen%2F&usg=AOvVaw2qsEjFbq-uX_WuIOR5puTG&opi=89978449,The World Intellectual Property Organization's (WIPO) Arbitration and Mediation Center,No,Null
D1006,Mediation ,https://ipfirstresponse.ipaustralia.gov.au/options/resolve-international-disputes,WIPO ADR Options,Yes,Null
D1006,Mediation ,https://acica.org.au/,Australian Centre for International Commercial Arbitration,No,Null
D1006,Mediation ,https://msb.org.au/,Mediator Standards Board,No,Null
D1006,Mediation ,https://disputescentre.com.au/,Australian Disputes Centre,No,Null
D1006,Mediation ,https://www.vsbc.vic.gov.au/,Victorian Small Business Commission,No,Null
D1006,Mediation ,https://www.smallbusiness.nsw.gov.au/,New South Wales Small Business Commissioner,No,Null
D1006,Mediation ,https://www.sasbc.sa.gov.au/,South Australian Small Business Commissioner,No,Null
D1006,Mediation ,https://www.smallbusiness.wa.gov.au/,Western Australia Small Business Development Corporation,No,Null
D1006,Mediation ,https://www.business.qld.gov.au/running-business/support-assistance/qsbc,Queensland Small Business Commissioner,No,Null
D1006,Mediation ,"https://www.artslaw.com.au/information-sheet/alternative-dispute-resolution-binding-expert-dermination-and-non-binding-e/#:~:text=How%20does%20the%20Arts%20Law, of%20the%20Centre&apos;s%20panel%20lawyers.",the Arts Law Centre of Australia,No,Null
D1006,Mediation ,https://resolutionpathways.com.au/,Resolution Pathways,No,Null
D1006,Mediation ,https://www.ttipattorney.gov.au/for-clients/how-to-engage-an-attorney/find-an-ip-attorney-or-firm?_gl=1*wp2lum*_ga*MTUwOTM4MDc5LjE3MzM3ODMxNTI.*_ga_GMT4KC15KS*MTczNjgxNTEyNS4yNS4xLjE3MzY4MTY5MDEuMC4wLjA.#als_iptags=Trade%20marks&als_e=0,Find an IP attorney or firm | Trans-Tasman IP Attorneys Board,No,Null
D1006,Mediation ,https://www.fcfcoa.gov.au/gfl/gfl-fees,mediation by a court officer,No,Null
D1006,Mediation ,https://mediationsaustralia.com.au/our-fees/,private mediator,No,Null
D1006,Mediation ,https://www.wipo.int/amc/en/,World Intellectual Property Organisation (WIPO)'s Arbitration and Mediation Center,No,Null
D1006,Mediation ,https://www.wipo.int/export/sites/www/amc/en/docs/wipoadr_patents-frand.pdf,take 3-4 months,No,Null
D1006,Mediation ,https://www.disputes.vic.gov.au/about-us/mediation/mediation-faqs,role,No,Null
D1006,Mediation ,https://ipfirstresponse.ipaustralia.gov.au/options/resolve-conflicts-help-experienced-facilitators,Understanding alternative dispute resolution,Yes,Null
D1006,Mediation ,https://www.fedcourt.gov.au/services/ADR/mediation,Mediation,No,Null
D1006,Mediation ,https://www.ag.gov.au/legal-system/publications/your-guide-dispute-resolution,Your guide to dispute resolution,No,Null
D1006,Mediation ,https://business.gov.au/people/disputes/resolve-disputes#alternative-dispute-resolution-ADR,Resolve disputes | business.gov.au,No,Null
D1006,Mediation ,https://www.education.gov.au/hercip,"Higher Education Research Commercialisation Intellectual Property Framework - Department of Education, Australian Government",No,Null
D1006,Mediation ,https://www.ipaustralia.gov.au/understanding-ip/get-professional-assistance-with-your-ip,getting professional assistance with your IP,No,Null
D1006,Mediation ,https://ipta.org.au/community/get-free-consultation/,30 minute consultations with an attorney,No,Null
D1006,Mediation ,https://www.fcfcoa.gov.au/fcfcoa-annual-reports/2023-24,Annual Reports 2023-24,No,Null
D1002,Notice of Objection,https://www.abf.gov.au/help-and-support-subsite/files/fact-sheets/protecting-intellectual-property.pdf,cannot act retrospectively,No,Null
D1002,Notice of Objection,https://www.abf.gov.au/imports/files/fact-sheets/lodging-trademark-notice.pdf,Notice of Objection.,No,Null
D1002,Notice of Objection,https://ipfirstresponse.ipaustralia.gov.au/options/toyota-story-what-can-smes-learn-toyotas-approach-counterfeit-products,The Toyota story: What can SMEs learn from Toyota's approach to counterfeit products? | IP Australia First Response,Yes,Null
D1002,Notice of Objection,https://www.abf.gov.au/help-and-support-subsite/Pages/IPObjections.aspx,IPObjections | The Australian Border Force,No,Null
D1002,Notice of Objection,https://www.abf.gov.au/importing-exporting-and-manufacturing/importing/how-to-import/types-of-imports/intellectual-property,How to import intellectual property | The Australian Border Force,No,Null
D1002,Notice of Objection,https://www.ttipattorney.gov.au/for-clients/how-to-engage-an-attorney/find-an-ip-attorney-or-firm?_gl=1*wp2lum*_ga*MTUwOTM4MDc5LjE3MzM3ODMxNTI.*_ga_GMT4KC15KS*MTczNjgxNTEyNS4yNS4xLjE3MzY4MTY5MDEuMC4wLjA.#als_iptags=Trade%20marks&als_e=0,Find an IP attorney or firm | Trans-Tasman IP Attorneys Board,No,Null
D1002,Notice of Objection,https://www.ipaustralia.gov.au/understanding-ip/get-professional-assistance-with-your-ip,getting professional assistance with your IP,No,Null
D1002,Notice of Objection,https://ipta.org.au/community/get-free-consultation/,30 minute consultations with an attorney,No,Null
D1002,Notice of Objection,https://www.artslaw.com.au/services/legal-query-form/,Arts Law Centre of Australia,No,Null
D1002,Notice of Objection,https://www.copyright.org.au/legal-advice/,Australian Copyright Council,No,Null
B1005,Apply for a trade mark,https://www.ipaustralia.gov.au/trade-marks,step-by-step guide,No,Null
B1005,Apply for a trade mark,https://www.ttipattorney.gov.au/for-clients/how-to-engage-an-attorney/find-an-ip-attorney-or-firm?_gl=1*wp2lum*_ga*MTUwOTM4MDc5LjE3MzM3ODMxNTI.*_ga_GMT4KC15KS*MTczNjgxNTEyNS4yNS4xLjE3MzY4MTY5MDEuMC4wLjA.#als_iptags=Trade%20marks&als_e=0,Find an IP attorney or firm | Trans-Tasman IP Attorneys Board,No,Null
B1005,Apply for a trade mark,https://www.ipaustralia.gov.au/trade-marks/search-existing-trade-marks/tm-checker,TM Checker,No,Null
B1005,Apply for a trade mark,https://www.ipaustralia.gov.au/trade-marks/how-to-apply-for-a-trade-mark/pre-application-service-tm-headstart,TM Headstart,No,Null
B1005,Apply for a trade mark,https://tmgns.search.ipaustralia.gov.au/,picklist,No,Null
B1005,Apply for a trade mark,https://search.ipaustralia.gov.au/trademarks/search/quick,Australia Trade MarkRegister.,No,Null
D1029,Arbitration ,https://resolution.institute/Web/Shared_Content/Profiles/Member-Directory/Member-Directory.aspx,The Resolution Institute's Dispute Resolver Directory list.,No,Null
D1029,Arbitration ,https://www.asbfeo.gov.au/,The Australian Small Business and Family Enterprise Ombudsman (ASBFEO),No,Null
D1029,Arbitration ,https://www.google.com/url?sa=t&rct=j&q=&esrc=s&source=web&cd=&ved=2ahUKEwiMzbCTouqKAxVCSmwGHaVGNcEQFnoECBcQAQ&url=https%3A%2F%2Fwww.wipo.int%2Famc%2Fen%2F&usg=AOvVaw2qsEjFbq-uX_WuIOR5puTG&opi=89978449,The World Intellectual Property Organization's (WIPO) Arbitration and Mediation Center,No,Null
D1029,Arbitration ,https://ipfirstresponse.ipaustralia.gov.au/options/resolve-international-disputes,WIPO ADR options,Yes,Null
D1029,Arbitration ,https://acica.org.au/,Australian Centre for International Commercial Arbitration.,No,Null
D1029,Arbitration ,https://disputescentre.com.au/,Australian Disputes Centre,No,Null
D1029,Arbitration ,https://www.ttipattorney.gov.au/for-clients/how-to-engage-an-attorney/find-an-ip-attorney-or-firm?_gl=1*wp2lum*_ga*MTUwOTM4MDc5LjE3MzM3ODMxNTI.*_ga_GMT4KC15KS*MTczNjgxNTEyNS4yNS4xLjE3MzY4MTY5MDEuMC4wLjA.#als_iptags=Trade%20marks&als_e=0,Find an IP attorney or firm | Trans-Tasman IP Attorneys Board,No,Null
D1029,Arbitration ,https://www.wipo.int/web/wipo-magazine/articles/what-does-it-cost-to-defend-your-ip-rights-38493,"US$48,000 and cases under the WIPO Arbitration Rules cost some US$165,000",No,Null
D1029,Arbitration ,https://iccwbo.org/wp-content/uploads/sites/3/2024/06/2023-Statistics_ICC_Dispute-Resolution_991.pdf,27 months,No,Null
D1029,Arbitration ,https://www.fedcourt.gov.au/services/ADR/arbitration,Arbitration & International,No,Null
D1029,Arbitration ,https://www.ag.gov.au/legal-system/publications/your-guide-dispute-resolution,Your guide to dispute resolution,No,Null
D1029,Arbitration ,https://business.gov.au/people/disputes/resolve-disputes#alternative-dispute-resolution-ADR,Resolve disputes | business.gov.au,No,Null
D1029,Arbitration ,https://www.education.gov.au/hercip,"Higher Education Research Commercialisation Intellectual Property Framework - Department of Education, Australian Government",No,Null
D1029,Arbitration ,https://www.wipo.int/amc/en/clauses/,Recommended WIPO Contract Clauses and Submission Agreements,No,Null
D1029,Arbitration ,https://www.wipo.int/amc/en/arbitration/fees/,WIPO Schedule of Fees and Costs,No,Null
D1029,Arbitration ,https://www.ipaustralia.gov.au/understanding-ip/get-professional-assistance-with-your-ip,getting professional assistance with your IP,No,Null
D1029,Arbitration ,https://ipta.org.au/community/get-free-consultation/,30 minute consultations with an attorney,No,Null
D1030,Interim court injuction order,https://www.ipaustralia.gov.au/manage-my-ip/someone-is-using-my-ip/what-to-consider-before-taking-legal-action,What To Consider Before Taking Legal Action | IP Australia,No,Null
D1030,Interim court injuction order,https://www.ipaustralia.gov.au/manage-my-ip/someone-is-using-my-ip/escalate-to-court,Escalate To Court | IP Australia,No,Null
D1030,Interim court injuction order,https://www.ipaustralia.gov.au/understanding-ip/get-professional-assistance-with-your-ip,getting professional assistance with your IP,No,Null
D1030,Interim court injuction order,https://ipta.org.au/community/get-free-consultation/,30 minute consultations with an attorney,No,Null
C1006,Educate your customers ,https://www.ipaustralia.gov.au/understanding-ip/get-professional-assistance-with-your-ip,Get professional assistance with your IP | IP Australia,No,Null
C1006,Educate your customers ,https://www.ipaustralia.gov.au/manage-my-ip/how-to-commercialise-my-ip,How to commercialise my IP | IP Australia,No,Null
C1006,Educate your customers ,https://ipfirstresponse.ipaustralia.gov.au/options/develop-strategy-manage-your-ip,Develop a strategy to manage your IP | IP Australia First Response,Yes,Null
101-7,Infringement 101,https://ipfirstresponse.ipaustralia.gov.au/,IP First Response,Yes,Null
101-7,Infringement 101,https://ipfirstresponse.ipaustralia.gov.au/options/take-no-immediate-action,Take no immediate action,Yes,Null
101-7,Infringement 101,https://ipfirstresponse.ipaustralia.gov.au/options/provide-opportunity-stop-infringement,Direct contact,Yes,Null
101-7,Infringement 101,https://ipfirstresponse.ipaustralia.gov.au/options/demand-other-party-stops-infringing,Sending a formal letter,Yes,Null
101-7,Infringement 101,https://ipfirstresponse.ipaustralia.gov.au/options/ADR,Alternative dispute resolution,Yes,Null
101-7,Infringement 101,https://ipfirstresponse.ipaustralia.gov.au/options/court-trade-marks,Legal proceedings,Yes,Null
B1006,Opposition process,https://portal.ipaustralia.gov.au/,Online Services portal,No,Null
B1006,Opposition process,https://www.ipaustralia.gov.au/manage-my-ip/someone-is-using-my-ip/how-to-challenge-someone-elses-ip/evidence-in-oppositions-and-pbr-objections,Evidence In Oppositions And PBR Objections | IP Australia,No,Null
B1006,Opposition process,https://www.ipaustralia.gov.au/manage-my-ip/someone-is-using-my-ip/how-to-challenge-someone-elses-ip/opposition-and-objection-fees#fx-tabs-0-panel-0,can be seen here.,No,Null
B1006,Opposition process,https://www.ipaustralia.gov.au/trade-marks/~/-/media/Project/IPA/IPAustralia/PDF/Trade-marks/Flow_chart_oppose_the_registration_of_a_trade-mark.pdf?rev=b346a67c9664409b96ba5cec57c27a60,Flow chart - Oppose the registration of a trade mark,No,Null
B1006,Opposition process,https://ipfirstresponse.ipaustralia.gov.au/options/challenge-registration-trade-mark,Challenge the registration of a trade mark | IP Australia First Response,Yes,Null
B1006,Opposition process,https://www.ipaustralia.gov.au/trade-marks/how-to-respond-to-an-opposition,How to respond to an opposition | IP Australia,No,Null
B1006,Opposition process,https://www.ipaustralia.gov.au/manage-my-ip/someone-is-using-my-ip/how-to-challenge-someone-elses-ip,How to challenge someone else's IP | IP Australia,No,Null
E1002,Protecting your business,https://www.ipaustralia.gov.au/understanding-ip,Understanding intellectual property (IP) | IP Australia,No,Null
E1002,Protecting your business,https://www.ipaustralia.gov.au/understanding-ip/types-of-ip,Types of IP | IP Australia,No,Null
E1002,Protecting your business,https://www.ipaustralia.gov.au/manage-my-ip/someone-is-using-my-ip,Someone is using my IP | IP Australia,No,Null
E1002,Protecting your business,https://www.ttipattorney.gov.au/for-clients/how-to-engage-an-attorney#find-an-attorney,How to engage an IP attorney |Trans-Tasman IP Attorneys Regulation,No,Null
E1002,Protecting your business,https://www.asbfeo.gov.au/about-us,About us | ASBFEO,No,Null
Dxxxx,,https://www.auda.org.au/au-domain-names/domain-name-help/using-whois,Australian,No,Null
Dxxxx,,https://lookup.icann.org/en,international WHOIS databases,No,Null
Dxxxx,,https://ipfirstresponse.ipaustralia.gov.au/heres-some-helpful-information-enforcement,Evidence you can collect about infringements,Yes,Null
Dxxxx,,https://ipfirstresponse.ipaustralia.gov.au/options/copyright-infringement,copyrightinfringement page,Yes,Null
Dxxxx,,https://www.ipaustralia.gov.au/understanding-ip/get-professional-assistance-with-your-ip,getting professional assistance with your IP,No,Null
Dxxxx,,https://ipta.org.au/community/get-free-consultation/,30 minute consultations with an attorney,No,Null
Dxxxx,,https://www.artslaw.com.au/services/legal-query-form/,Arts Law Centre of Australia,No,Null
Dxxxx,,https://www.copyright.org.au/legal-advice/,Australian Copyright Council,No,Null
Dxxxx,,"https://www.ipaustralia.gov.au/international-ip/update-and-renew-overseas-ip/prevent-international-infringement#:~:text=as%20described%20below.-, Managing%20online%20infringement, a%20complaint%20directly%20to%20them",Prevent International Infringement | IP Australia,No,Null
Dxxxx,,https://www.ipaustralia.gov.au/manage-my-ip/someone-is-using-my-ip,Someone Is Using My IP | IP Australia,No,Null
Dxxxx,,https://www.ipaustralia.gov.au/manage-my-ip/how-to-prevent-infringement-of-my-ip,How To Prevent Infringement Of My IP | IP Australia,No,Null
Dxxxx,,https://www.auda.org.au/au-domain-names/learn-about-au-domain-names/how-to-use-the-au-whois-tool/,.au WHOIS tool: look up .au domain names  | auDA,No,Null
Dxxxx,,https://www.euipo.europa.eu/en/observatory/enforcement/tools/protecting-ip-rights-e-commerce-marketplaces,Protecting your IP rights on e-commerce marketplaces  - EUIPO,No,Null
101-10,Infringement 101,https://ipfirstresponse.ipaustralia.gov.au/options/trade-mark-infringement,Trade mark infringement,Yes,Null
101-10,Infringement 101,https://ipfirstresponse.ipaustralia.gov.au/options/patent-infringement,Patent infringement,Yes,Null
